,county,lineage,collection_date,count
0,Alameda County,A.1,2020-04-06,2
1,Alameda County,A.1,2020-04-13,5
2,Alameda County,A.1,2020-04-20,1
3,Alameda County,A.1,2020-05-04,1
4,Alameda County,A.1,2020-05-18,1
5,Alameda County,A.1,2020-06-01,1
6,Alameda County,B,2020-03-23,1
7,Alameda County,B,2020-03-30,1
8,Alameda County,B,2020-04-13,6
9,Alameda County,B,2020-04-20,12
10,Alameda County,B,2020-05-11,1
11,Alameda County,B,2020-05-18,1
12,Alameda County,B,2020-06-08,1
13,Alameda County,B.1,2020-03-23,1
14,Alameda County,B.1,2020-04-13,1
15,Alameda County,B.1,2020-05-04,6
16,Alameda County,B.1,2020-05-11,3
17,Alameda County,B.1,2020-05-18,7
18,Alameda County,B.1,2020-05-25,6
19,Alameda County,B.1,2020-06-01,3
20,Alameda County,B.1,2020-06-08,2
21,Alameda County,B.1,2020-06-15,1
22,Alameda County,B.1,2020-06-22,2
23,Alameda County,B.1,2020-06-29,4
24,Alameda County,B.1,2020-07-06,1
25,Alameda County,B.1,2020-07-13,2
26,Alameda County,B.1,2020-07-20,1
27,Alameda County,B.1,2020-07-27,1
28,Alameda County,B.1,2020-08-03,1
29,Alameda County,B.1,2020-08-10,3
30,Alameda County,B.1,2020-08-17,9
31,Alameda County,B.1,2020-08-24,4
32,Alameda County,B.1,2020-08-31,4
33,Alameda County,B.1,2020-09-07,5
34,Alameda County,B.1,2020-09-14,3
35,Alameda County,B.1,2020-09-21,5
36,Alameda County,B.1,2020-09-28,2
37,Alameda County,B.1,2020-10-05,1
38,Alameda County,B.1,2020-11-09,1
39,Alameda County,B.1.1.101,2020-06-22,2
40,Alameda County,B.1.1.101,2020-07-06,1
41,Alameda County,B.1.1.101,2020-07-13,1
42,Alameda County,B.1.1.109,2020-05-25,1
43,Alameda County,B.1.1.119,2020-04-20,1
44,Alameda County,B.1.1.119,2020-05-11,1
45,Alameda County,B.1.1.119,2020-05-18,3
46,Alameda County,B.1.1.119,2020-05-25,8
47,Alameda County,B.1.1.119,2020-06-01,10
48,Alameda County,B.1.1.119,2020-06-08,1
49,Alameda County,B.1.1.119,2020-06-22,10
50,Alameda County,B.1.1.119,2020-06-29,4
51,Alameda County,B.1.1.119,2020-07-06,2
52,Alameda County,B.1.1.119,2020-07-13,7
53,Alameda County,B.1.1.119,2020-07-20,5
54,Alameda County,B.1.1.119,2020-08-10,1
55,Alameda County,B.1.1.119,2020-08-17,16
56,Alameda County,B.1.1.119,2020-08-24,8
57,Alameda County,B.1.1.119,2020-08-31,3
58,Alameda County,B.1.1.119,2020-09-07,6
59,Alameda County,B.1.1.119,2020-09-14,4
60,Alameda County,B.1.1.119,2020-10-05,1
61,Alameda County,B.1.1.127,2020-06-22,1
62,Alameda County,B.1.1.127,2020-06-29,2
63,Alameda County,B.1.1.128,2020-06-29,1
64,Alameda County,B.1.1.128,2020-08-10,1
65,Alameda County,B.1.1.128,2020-08-31,1
66,Alameda County,B.1.1.130,2020-08-17,1
67,Alameda County,B.1.1.147,2020-08-10,1
68,Alameda County,B.1.1.159,2020-06-15,1
69,Alameda County,B.1.1.174,2020-06-22,2
70,Alameda County,B.1.1.174,2020-06-29,2
71,Alameda County,B.1.1.174,2020-08-10,2
72,Alameda County,B.1.1.186,2020-09-21,1
73,Alameda County,B.1.1.186,2020-09-28,1
74,Alameda County,B.1.1.205,2020-06-01,2
75,Alameda County,B.1.1.205,2020-06-15,1
76,Alameda County,B.1.1.205,2020-06-22,1
77,Alameda County,B.1.1.205,2020-07-06,1
78,Alameda County,B.1.1.205,2020-09-28,1
79,Alameda County,B.1.1.205,2020-10-05,1
80,Alameda County,B.1.1.208,2020-06-01,1
81,Alameda County,B.1.1.208,2020-07-27,1
82,Alameda County,B.1.1.222,2020-09-14,1
83,Alameda County,B.1.1.222,2020-11-09,1
84,Alameda County,B.1.1.226,2020-08-03,1
85,Alameda County,B.1.1.226,2020-09-14,1
86,Alameda County,B.1.1.228,2020-07-27,1
87,Alameda County,B.1.1.239,2020-08-03,1
88,Alameda County,B.1.1.282,2020-06-15,1
89,Alameda County,B.1.1.287,2020-06-29,1
90,Alameda County,B.1.1.29,2020-08-17,1
91,Alameda County,B.1.1.294,2020-08-24,1
92,Alameda County,B.1.1.300,2020-06-29,1
93,Alameda County,B.1.1.54,2020-08-03,1
94,Alameda County,B.1.1.64,2020-08-17,1
95,Alameda County,B.1.110,2020-04-13,3
96,Alameda County,B.1.110,2020-04-20,1
97,Alameda County,B.1.110,2020-05-04,1
98,Alameda County,B.1.110,2020-05-11,2
99,Alameda County,B.1.110,2020-05-18,1
100,Alameda County,B.1.110,2020-06-01,1
101,Alameda County,B.1.110,2020-06-08,1
102,Alameda County,B.1.166,2020-04-13,1
103,Alameda County,B.1.166,2020-05-04,1
104,Alameda County,B.1.166,2020-05-11,1
105,Alameda County,B.1.166,2020-05-18,3
106,Alameda County,B.1.2,2020-07-13,2
107,Alameda County,B.1.2,2020-08-17,1
108,Alameda County,B.1.2,2020-08-24,1
109,Alameda County,B.1.2,2020-08-31,3
110,Alameda County,B.1.2,2020-09-07,1
111,Alameda County,B.1.2,2020-09-14,1
112,Alameda County,B.1.2,2020-09-21,1
113,Alameda County,B.1.2,2020-11-09,6
114,Alameda County,B.1.206,2020-09-07,1
115,Alameda County,B.1.234,2020-10-05,1
116,Alameda County,B.1.239,2020-08-10,2
117,Alameda County,B.1.239,2020-08-17,1
118,Alameda County,B.1.239,2020-09-14,1
119,Alameda County,B.1.239,2020-10-05,1
120,Alameda County,B.1.240,2020-07-13,1
121,Alameda County,B.1.241,2020-08-10,1
122,Alameda County,B.1.241,2020-08-24,2
123,Alameda County,B.1.241,2020-08-31,2
124,Alameda County,B.1.243,2020-06-22,3
125,Alameda County,B.1.243,2020-06-29,1
126,Alameda County,B.1.243,2020-07-06,1
127,Alameda County,B.1.243,2020-07-13,2
128,Alameda County,B.1.243,2020-07-20,2
129,Alameda County,B.1.243,2020-07-27,2
130,Alameda County,B.1.243,2020-08-03,1
131,Alameda County,B.1.243,2020-08-10,7
132,Alameda County,B.1.243,2020-08-17,11
133,Alameda County,B.1.243,2020-08-24,6
134,Alameda County,B.1.243,2020-08-31,3
135,Alameda County,B.1.243,2020-09-07,5
136,Alameda County,B.1.243,2020-09-14,8
137,Alameda County,B.1.243,2020-09-21,27
138,Alameda County,B.1.243,2020-09-28,2
139,Alameda County,B.1.243,2020-10-05,5
140,Alameda County,B.1.243,2020-11-09,1
141,Alameda County,B.1.320,2020-05-04,1
142,Alameda County,B.1.320,2020-05-11,2
143,Alameda County,B.1.320,2020-05-18,1
144,Alameda County,B.1.320,2020-05-25,1
145,Alameda County,B.1.320,2020-06-01,2
146,Alameda County,B.1.320,2020-06-15,2
147,Alameda County,B.1.320,2020-06-22,7
148,Alameda County,B.1.320,2020-06-29,5
149,Alameda County,B.1.320,2020-07-06,1
150,Alameda County,B.1.320,2020-07-13,5
151,Alameda County,B.1.320,2020-08-31,1
152,Alameda County,B.1.336,2020-08-17,1
153,Alameda County,B.1.343,2020-06-29,2
154,Alameda County,B.1.36,2020-10-05,1
155,Alameda County,B.1.361,2020-07-20,1
156,Alameda County,B.1.361,2020-08-17,1
157,Alameda County,B.1.361,2020-08-24,1
158,Alameda County,B.1.363,2020-07-13,1
159,Alameda County,B.1.369,2020-06-22,2
160,Alameda County,B.1.369,2020-06-29,1
161,Alameda County,B.1.369,2020-07-13,4
162,Alameda County,B.1.369,2020-07-20,1
163,Alameda County,B.1.369,2020-07-27,1
164,Alameda County,B.1.369,2020-08-17,1
165,Alameda County,B.1.369,2020-09-07,2
166,Alameda County,B.1.369,2020-09-14,2
167,Alameda County,B.1.369,2020-09-21,2
168,Alameda County,B.1.369,2020-09-28,1
169,Alameda County,B.1.369,2020-10-05,1
170,Alameda County,B.1.390,2020-06-29,1
171,Alameda County,B.1.397,2020-08-17,1
172,Alameda County,B.1.397,2020-08-24,1
173,Alameda County,B.1.400,2020-08-10,1
174,Alameda County,B.1.402,2020-08-10,2
175,Alameda County,B.1.402,2020-08-31,2
176,Alameda County,B.1.403,2020-08-17,1
177,Alameda County,B.1.403,2020-08-31,3
178,Alameda County,B.1.403,2020-09-28,1
179,Alameda County,B.1.404,2020-09-28,1
180,Alameda County,B.1.452,2020-07-13,2
181,Alameda County,B.1.453,2020-04-20,3
182,Alameda County,B.1.453,2020-05-04,8
183,Alameda County,B.1.453,2020-05-11,6
184,Alameda County,B.1.453,2020-05-18,17
185,Alameda County,B.1.453,2020-05-25,8
186,Alameda County,B.1.453,2020-06-01,13
187,Alameda County,B.1.453,2020-06-08,3
188,Alameda County,B.1.453,2020-06-15,2
189,Alameda County,B.1.453,2020-06-22,7
190,Alameda County,B.1.453,2020-06-29,12
191,Alameda County,B.1.453,2020-07-06,1
192,Alameda County,B.1.453,2020-07-13,1
193,Alameda County,B.1.453,2020-07-20,1
194,Alameda County,B.1.453,2020-08-17,1
195,Alameda County,B.1.453,2020-09-28,1
196,Alameda County,B.1.503,2020-04-20,2
197,Alameda County,B.1.503,2020-05-04,1
198,Alameda County,B.1.503,2020-05-11,5
199,Alameda County,B.1.503,2020-05-18,4
200,Alameda County,B.1.503,2020-05-25,4
201,Alameda County,B.1.503,2020-06-01,3
202,Alameda County,B.1.503,2020-06-22,4
203,Alameda County,B.1.503,2020-06-29,1
204,Alameda County,B.1.508,2020-08-10,1
205,Alameda County,B.40,2020-03-23,2
206,Contra Costa County,A.1,2020-03-30,1
207,Contra Costa County,A.1,2020-04-06,1
208,Contra Costa County,B,2020-03-30,1
209,Contra Costa County,B,2020-04-06,1
210,Contra Costa County,B.1,2020-03-30,1
211,Contra Costa County,B.1,2020-04-06,4
212,Contra Costa County,B.1,2020-04-13,2
213,Contra Costa County,B.1,2020-05-18,2
214,Contra Costa County,B.1,2020-07-27,3
215,Contra Costa County,B.1,2020-08-03,1
216,Contra Costa County,B.1.1.119,2020-03-30,1
217,Contra Costa County,B.1.1.119,2020-07-27,7
218,Contra Costa County,B.1.1.119,2020-08-03,2
219,Contra Costa County,B.1.1.158,2020-07-27,1
220,Contra Costa County,B.1.1.158,2020-08-03,1
221,Contra Costa County,B.1.1.159,2020-08-03,1
222,Contra Costa County,B.1.1.244,2020-08-03,3
223,Contra Costa County,B.1.1.269,2020-07-27,1
224,Contra Costa County,B.1.240,2020-08-03,3
225,Contra Costa County,B.1.243,2020-07-27,5
226,Contra Costa County,B.1.243,2020-08-03,2
227,Contra Costa County,B.1.243,2020-08-10,1
228,Contra Costa County,B.1.243,2020-08-24,1
229,Contra Costa County,B.1.243,2020-09-14,1
230,Contra Costa County,B.1.320,2020-03-30,1
231,Contra Costa County,B.1.320,2020-04-06,25
232,Contra Costa County,B.1.320,2020-04-13,2
233,Contra Costa County,B.1.336,2020-07-27,4
234,Contra Costa County,B.1.336,2020-08-03,1
235,Contra Costa County,B.1.36,2020-07-27,1
236,Contra Costa County,B.1.369,2020-08-03,3
237,Contra Costa County,B.1.399,2020-07-27,1
238,Contra Costa County,B.1.400,2020-08-10,1
239,Fresno County,B.1,2020-09-28,1
240,Fresno County,B.1.402,2020-09-07,1
241,Fresno County,B.1.402,2020-09-14,1
242,Humboldt County,A.1,2020-03-30,4
243,Humboldt County,A.1,2020-06-01,1
244,Humboldt County,A.3,2020-04-06,5
245,Humboldt County,A.3,2020-04-13,1
246,Humboldt County,B,2020-04-06,1
247,Humboldt County,B.1,2020-03-30,7
248,Humboldt County,B.1,2020-04-06,2
249,Humboldt County,B.1,2020-04-20,1
250,Humboldt County,B.1,2020-05-18,7
251,Humboldt County,B.1,2020-06-01,1
252,Humboldt County,B.1,2020-07-13,1
253,Humboldt County,B.1,2020-07-20,3
254,Humboldt County,B.1,2020-07-27,1
255,Humboldt County,B.1,2020-08-31,1
256,Humboldt County,B.1,2020-10-05,2
257,Humboldt County,B.1,2020-10-12,5
258,Humboldt County,B.1,2020-10-19,2
259,Humboldt County,B.1,2020-10-26,1
260,Humboldt County,B.1,2020-11-16,1
261,Humboldt County,B.1.1.10,2020-03-23,1
262,Humboldt County,B.1.1.10,2020-03-30,5
263,Humboldt County,B.1.1.119,2020-07-27,1
264,Humboldt County,B.1.1.119,2020-08-03,1
265,Humboldt County,B.1.1.128,2020-08-24,1
266,Humboldt County,B.1.1.172,2020-06-01,1
267,Humboldt County,B.1.1.207,2020-06-22,10
268,Humboldt County,B.1.1.207,2020-06-29,3
269,Humboldt County,B.1.1.207,2020-07-06,1
270,Humboldt County,B.1.1.207,2020-07-13,2
271,Humboldt County,B.1.1.222,2020-08-03,3
272,Humboldt County,B.1.1.222,2020-08-10,1
273,Humboldt County,B.1.1.222,2020-08-17,7
274,Humboldt County,B.1.1.222,2020-09-28,2
275,Humboldt County,B.1.1.300,2020-07-27,1
276,Humboldt County,B.1.1.304,2020-07-20,1
277,Humboldt County,B.1.1.34,2020-03-23,1
278,Humboldt County,B.1.1.44,2020-11-02,1
279,Humboldt County,B.1.1.44,2020-11-09,6
280,Humboldt County,B.1.110.3,2020-07-06,6
281,Humboldt County,B.1.110.3,2020-07-13,1
282,Humboldt County,B.1.110.3,2020-07-20,1
283,Humboldt County,B.1.139,2020-08-31,1
284,Humboldt County,B.1.139,2020-09-07,1
285,Humboldt County,B.1.139,2020-11-23,1
286,Humboldt County,B.1.189,2020-08-24,1
287,Humboldt County,B.1.2,2020-07-06,6
288,Humboldt County,B.1.2,2020-07-20,3
289,Humboldt County,B.1.2,2020-09-28,1
290,Humboldt County,B.1.2,2020-10-19,1
291,Humboldt County,B.1.2,2020-11-02,3
292,Humboldt County,B.1.2,2020-11-09,6
293,Humboldt County,B.1.2,2020-11-16,9
294,Humboldt County,B.1.2,2020-11-23,12
295,Humboldt County,B.1.232,2020-11-09,1
296,Humboldt County,B.1.232,2020-11-16,1
297,Humboldt County,B.1.234,2020-11-09,1
298,Humboldt County,B.1.234,2020-11-16,1
299,Humboldt County,B.1.239,2020-11-09,1
300,Humboldt County,B.1.240,2020-07-13,6
301,Humboldt County,B.1.240,2020-08-31,1
302,Humboldt County,B.1.240,2020-10-05,2
303,Humboldt County,B.1.240,2020-10-12,3
304,Humboldt County,B.1.240,2020-10-19,3
305,Humboldt County,B.1.240,2020-10-26,2
306,Humboldt County,B.1.240,2020-11-09,2
307,Humboldt County,B.1.240,2020-11-23,1
308,Humboldt County,B.1.243,2020-07-27,4
309,Humboldt County,B.1.243,2020-08-03,4
310,Humboldt County,B.1.243,2020-08-10,9
311,Humboldt County,B.1.243,2020-08-17,3
312,Humboldt County,B.1.243,2020-08-24,4
313,Humboldt County,B.1.243,2020-08-31,23
314,Humboldt County,B.1.243,2020-09-07,7
315,Humboldt County,B.1.243,2020-09-14,2
316,Humboldt County,B.1.243,2020-09-28,4
317,Humboldt County,B.1.243,2020-11-23,1
318,Humboldt County,B.1.265,2020-10-26,1
319,Humboldt County,B.1.280,2020-10-05,1
320,Humboldt County,B.1.305,2020-08-03,1
321,Humboldt County,B.1.311,2020-11-02,1
322,Humboldt County,B.1.311,2020-11-09,2
323,Humboldt County,B.1.311,2020-11-16,8
324,Humboldt County,B.1.311,2020-11-23,43
325,Humboldt County,B.1.314,2020-04-06,2
326,Humboldt County,B.1.319,2020-08-10,2
327,Humboldt County,B.1.320,2020-05-11,4
328,Humboldt County,B.1.320,2020-05-18,14
329,Humboldt County,B.1.320,2020-05-25,1
330,Humboldt County,B.1.336,2020-07-20,1
331,Humboldt County,B.1.340,2020-07-27,2
332,Humboldt County,B.1.340,2020-08-03,2
333,Humboldt County,B.1.349,2020-11-16,3
334,Humboldt County,B.1.369,2020-07-06,2
335,Humboldt County,B.1.369,2020-07-20,2
336,Humboldt County,B.1.369,2020-07-27,3
337,Humboldt County,B.1.369,2020-11-02,1
338,Humboldt County,B.1.369,2020-11-23,1
339,Humboldt County,B.1.404,2020-11-23,1
340,Humboldt County,B.1.429,2020-11-16,1
341,Humboldt County,B.1.452,2020-08-03,1
342,Humboldt County,B.1.503,2020-05-11,1
343,Humboldt County,B.1.513,2020-05-25,3
344,Humboldt County,B.1.513,2020-06-08,1
345,Humboldt County,B.1.98,2020-04-06,6
346,Madera County,B.1,2020-07-06,2
347,Madera County,B.1,2020-07-20,1
348,Madera County,B.1,2020-07-27,2
349,Madera County,B.1,2020-08-03,1
350,Madera County,B.1,2020-09-07,3
351,Madera County,B.1,2020-09-14,1
352,Madera County,B.1,2020-10-26,2
353,Madera County,B.1,2020-11-02,3
354,Madera County,B.1,2020-11-09,1
355,Madera County,B.1.1.113,2020-10-26,1
356,Madera County,B.1.1.119,2020-07-27,1
357,Madera County,B.1.1.119,2020-08-03,1
358,Madera County,B.1.1.128,2020-10-26,2
359,Madera County,B.1.1.139,2020-07-20,6
360,Madera County,B.1.1.139,2020-11-02,7
361,Madera County,B.1.1.193,2020-10-19,1
362,Madera County,B.1.1.216,2020-10-19,1
363,Madera County,B.1.1.216,2020-10-26,1
364,Madera County,B.1.1.216,2020-11-02,1
365,Madera County,B.1.1.216,2020-11-09,1
366,Madera County,B.1.1.222,2020-10-26,2
367,Madera County,B.1.1.222,2020-11-09,2
368,Madera County,B.1.1.282,2020-07-27,1
369,Madera County,B.1.1.282,2020-08-03,1
370,Madera County,B.1.2,2020-10-26,2
371,Madera County,B.1.2,2020-11-02,2
372,Madera County,B.1.232,2020-10-26,1
373,Madera County,B.1.239,2020-10-19,2
374,Madera County,B.1.239,2020-10-26,4
375,Madera County,B.1.239,2020-11-02,2
376,Madera County,B.1.240,2020-07-27,3
377,Madera County,B.1.240,2020-08-03,5
378,Madera County,B.1.240,2020-11-02,1
379,Madera County,B.1.243,2020-07-06,2
380,Madera County,B.1.243,2020-07-13,8
381,Madera County,B.1.243,2020-07-20,15
382,Madera County,B.1.243,2020-07-27,5
383,Madera County,B.1.243,2020-08-03,3
384,Madera County,B.1.243,2020-08-17,3
385,Madera County,B.1.243,2020-09-14,1
386,Madera County,B.1.243,2020-10-19,3
387,Madera County,B.1.243,2020-10-26,13
388,Madera County,B.1.243,2020-11-02,17
389,Madera County,B.1.243,2020-11-09,1
390,Madera County,B.1.306,2020-11-09,1
391,Madera County,B.1.309,2020-10-26,1
392,Madera County,B.1.320,2020-10-26,2
393,Madera County,B.1.369,2020-07-27,1
394,Madera County,B.1.369,2020-10-26,1
395,Madera County,B.1.399,2020-10-19,2
396,Madera County,B.1.400,2020-09-14,3
397,Madera County,B.1.400,2020-10-19,1
398,Madera County,B.1.402,2020-07-20,1
399,Madera County,B.1.402,2020-07-27,1
400,Madera County,B.1.402,2020-08-03,4
401,Madera County,B.1.402,2020-09-07,2
402,Madera County,B.1.402,2020-09-14,1
403,Madera County,B.1.402,2020-10-26,4
404,Madera County,B.1.402,2020-11-02,2
405,Madera County,B.1.503,2020-11-09,1
406,Madera County,B.1.509,2020-11-09,1
407,Marin County,B.1,2020-05-11,1
408,Marin County,B.1,2020-05-18,9
409,Marin County,B.1,2020-05-25,7
410,Marin County,B.1,2020-06-01,1
411,Marin County,B.1,2020-07-20,1
412,Marin County,B.1,2020-07-27,1
413,Marin County,B.1,2020-08-03,1
414,Marin County,B.1,2020-08-10,1
415,Marin County,B.1,2020-08-17,3
416,Marin County,B.1,2020-09-28,1
417,Marin County,B.1,2020-10-05,1
418,Marin County,B.1,2020-10-26,1
419,Marin County,B.1.1.119,2020-05-11,1
420,Marin County,B.1.1.119,2020-06-15,1
421,Marin County,B.1.1.119,2020-07-20,2
422,Marin County,B.1.1.119,2020-08-17,6
423,Marin County,B.1.1.119,2020-10-26,1
424,Marin County,B.1.1.122,2020-10-12,4
425,Marin County,B.1.1.122,2020-10-19,1
426,Marin County,B.1.1.122,2020-10-26,1
427,Marin County,B.1.1.159,2020-07-20,8
428,Marin County,B.1.1.180,2020-08-17,1
429,Marin County,B.1.1.222,2020-10-19,1
430,Marin County,B.1.1.244,2020-07-20,1
431,Marin County,B.1.1.282,2020-07-20,1
432,Marin County,B.1.106,2020-05-25,8
433,Marin County,B.1.189,2020-08-03,1
434,Marin County,B.1.2,2020-09-14,1
435,Marin County,B.1.2,2020-10-12,1
436,Marin County,B.1.2,2020-10-19,1
437,Marin County,B.1.216,2020-09-14,3
438,Marin County,B.1.240,2020-07-20,1
439,Marin County,B.1.243,2020-07-20,1
440,Marin County,B.1.243,2020-07-27,1
441,Marin County,B.1.243,2020-08-03,1
442,Marin County,B.1.243,2020-08-17,2
443,Marin County,B.1.243,2020-08-31,5
444,Marin County,B.1.243,2020-10-05,1
445,Marin County,B.1.243,2020-10-12,1
446,Marin County,B.1.243,2020-10-19,2
447,Marin County,B.1.313,2020-07-20,1
448,Marin County,B.1.320,2020-06-15,9
449,Marin County,B.1.320,2020-07-20,2
450,Marin County,B.1.320,2020-07-27,5
451,Marin County,B.1.320,2020-08-03,3
452,Marin County,B.1.320,2020-08-24,2
453,Marin County,B.1.320,2020-08-31,10
454,Marin County,B.1.320,2020-09-07,8
455,Marin County,B.1.320,2020-09-28,1
456,Marin County,B.1.400,2020-09-07,1
457,Marin County,B.1.400,2020-10-19,1
458,Marin County,B.1.508,2020-05-11,2
459,Marin County,B.1.508,2020-05-18,2
460,Marin County,B.1.508,2020-05-25,7
461,Marin County,B.1.508,2020-06-15,4
462,Marin County,B.1.508,2020-08-10,1
463,Monterey County,B.1,2020-06-08,4
464,Monterey County,B.1.239,2020-09-21,1
465,Monterey County,B.1.240,2020-09-07,1
466,Monterey County,B.1.240,2020-09-14,1
467,Monterey County,B.1.429,2020-12-14,1
468,"Napa, Solano, Yolo, Marin Counties",B.1,2020-04-27,2
469,"Napa, Solano, Yolo, Marin Counties",B.1,2020-05-04,6
470,"Napa, Solano, Yolo, Marin Counties",B.1,2020-05-11,1
471,"Napa, Solano, Yolo, Marin Counties",B.1,2020-09-07,1
472,"Napa, Solano, Yolo, Marin Counties",B.1.1.205,2020-09-14,7
473,"Napa, Solano, Yolo, Marin Counties",B.1.1.205,2020-09-21,3
474,"Napa, Solano, Yolo, Marin Counties",B.1.1.216,2020-11-02,6
475,"Napa, Solano, Yolo, Marin Counties",B.1.2,2020-09-07,1
476,"Napa, Solano, Yolo, Marin Counties",B.1.2,2020-09-21,1
477,"Napa, Solano, Yolo, Marin Counties",B.1.243,2020-10-26,1
478,"Napa, Solano, Yolo, Marin Counties",B.1.369,2020-09-14,1
479,Orange County,A,2020-04-27,1
480,Orange County,B.1,2020-04-27,18
481,Orange County,B.1,2020-05-04,11
482,Orange County,B.1,2020-05-11,18
483,Orange County,B.1,2020-05-18,19
484,Orange County,B.1,2020-05-25,33
485,Orange County,B.1,2020-06-01,28
486,Orange County,B.1,2020-06-08,1
487,Orange County,B.1,2020-06-29,1
488,Orange County,B.1,2020-07-13,5
489,Orange County,B.1,2020-07-20,3
490,Orange County,B.1,2020-07-27,15
491,Orange County,B.1,2020-08-03,4
492,Orange County,B.1,2020-08-10,3
493,Orange County,B.1,2020-08-17,16
494,Orange County,B.1,2020-08-24,19
495,Orange County,B.1,2020-08-31,7
496,Orange County,B.1,2020-09-07,7
497,Orange County,B.1,2020-09-14,16
498,Orange County,B.1,2020-09-21,9
499,Orange County,B.1,2020-09-28,13
500,Orange County,B.1,2020-10-05,5
501,Orange County,B.1,2020-10-19,4
502,Orange County,B.1,2020-10-26,2
503,Orange County,B.1,2020-11-02,2
504,Orange County,B.1,2020-11-16,1
505,Orange County,B.1,2020-11-23,1
506,Orange County,B.1,2020-11-30,2
507,Orange County,B.1,2020-12-07,2
508,Orange County,B.1,2020-12-28,3
509,Orange County,B.1.1.10,2020-09-07,2
510,Orange County,B.1.1.10,2020-09-14,1
511,Orange County,B.1.1.10,2020-11-30,1
512,Orange County,B.1.1.10,2020-12-07,1
513,Orange County,B.1.1.119,2020-04-27,11
514,Orange County,B.1.1.119,2020-05-04,11
515,Orange County,B.1.1.119,2020-05-18,2
516,Orange County,B.1.1.119,2020-05-25,1
517,Orange County,B.1.1.119,2020-06-29,1
518,Orange County,B.1.1.119,2020-07-13,1
519,Orange County,B.1.1.119,2020-07-20,2
520,Orange County,B.1.1.119,2020-07-27,2
521,Orange County,B.1.1.119,2020-10-12,1
522,Orange County,B.1.1.119,2020-10-19,2
523,Orange County,B.1.1.119,2020-11-16,3
524,Orange County,B.1.1.119,2020-11-30,3
525,Orange County,B.1.1.128,2020-07-20,1
526,Orange County,B.1.1.128,2020-08-03,1
527,Orange County,B.1.1.128,2020-09-07,1
528,Orange County,B.1.1.129,2020-05-18,1
529,Orange County,B.1.1.132,2020-05-04,6
530,Orange County,B.1.1.132,2020-05-11,2
531,Orange County,B.1.1.132,2020-05-18,11
532,Orange County,B.1.1.132,2020-05-25,13
533,Orange County,B.1.1.132,2020-06-01,26
534,Orange County,B.1.1.132,2020-07-13,7
535,Orange County,B.1.1.132,2020-07-20,1
536,Orange County,B.1.1.15,2020-04-27,1
537,Orange County,B.1.1.172,2020-04-20,18
538,Orange County,B.1.1.172,2020-04-27,8
539,Orange County,B.1.1.172,2020-05-04,1
540,Orange County,B.1.1.172,2020-05-18,6
541,Orange County,B.1.1.172,2020-05-25,3
542,Orange County,B.1.1.172,2020-06-01,15
543,Orange County,B.1.1.172,2020-07-20,1
544,Orange County,B.1.1.175,2020-04-27,1
545,Orange County,B.1.1.208,2020-07-20,2
546,Orange County,B.1.1.216,2020-10-19,1
547,Orange County,B.1.1.216,2020-11-02,1
548,Orange County,B.1.1.216,2020-11-16,2
549,Orange County,B.1.1.216,2020-11-23,1
550,Orange County,B.1.1.216,2020-11-30,11
551,Orange County,B.1.1.216,2020-12-07,1
552,Orange County,B.1.1.216,2020-12-28,1
553,Orange County,B.1.1.220,2020-09-28,3
554,Orange County,B.1.1.222,2020-10-19,1
555,Orange County,B.1.1.222,2020-11-30,1
556,Orange County,B.1.1.222,2020-12-21,1
557,Orange County,B.1.1.228,2020-07-13,1
558,Orange County,B.1.1.228,2020-08-17,1
559,Orange County,B.1.1.228,2020-12-07,14
560,Orange County,B.1.1.228,2020-12-21,1
561,Orange County,B.1.1.239,2020-07-27,2
562,Orange County,B.1.1.239,2020-08-10,4
563,Orange County,B.1.1.239,2020-08-17,1
564,Orange County,B.1.1.239,2020-08-24,4
565,Orange County,B.1.1.239,2020-08-31,1
566,Orange County,B.1.1.239,2020-09-14,1
567,Orange County,B.1.1.239,2020-09-21,1
568,Orange County,B.1.1.239,2020-10-05,1
569,Orange County,B.1.1.269,2020-10-12,1
570,Orange County,B.1.1.287,2020-07-27,2
571,Orange County,B.1.1.287,2020-08-10,2
572,Orange County,B.1.1.291,2020-10-19,2
573,Orange County,B.1.1.304,2020-07-13,1
574,Orange County,B.1.1.304,2020-07-20,1
575,Orange County,B.1.1.34,2020-04-27,1
576,Orange County,B.1.1.4,2020-09-28,5
577,Orange County,B.1.1.4,2020-10-05,6
578,Orange County,B.1.1.4,2020-10-12,3
579,Orange County,B.1.1.44,2020-11-09,1
580,Orange County,B.1.1.46,2020-11-16,2
581,Orange County,B.1.1.54,2020-04-20,1
582,Orange County,B.1.1.54,2020-05-04,1
583,Orange County,B.1.1.61,2020-04-20,2
584,Orange County,B.1.1.61,2020-04-27,17
585,Orange County,B.1.1.61,2020-05-04,16
586,Orange County,B.1.1.61,2020-05-11,8
587,Orange County,B.1.1.61,2020-06-01,2
588,Orange County,B.1.110,2020-04-20,1
589,Orange County,B.1.110.3,2020-11-02,4
590,Orange County,B.1.110.3,2020-11-09,2
591,Orange County,B.1.110.3,2020-11-30,1
592,Orange County,B.1.189,2020-07-13,1
593,Orange County,B.1.189,2020-08-24,1
594,Orange County,B.1.189,2020-12-28,1
595,Orange County,B.1.2,2020-08-31,1
596,Orange County,B.1.2,2020-09-21,2
597,Orange County,B.1.2,2020-09-28,2
